document_id,employee_id,document_type,document_status,received_date,effective_date,expiration_date,last_updated_date
DOC-00614,EMP-0289,Offer Letter,Complete,2016-11-24,2016-11-30,,2024-10-26
DOC-00615,EMP-0289,I-9,Complete,2016-12-03,2016-11-30,,2020-10-19
DOC-00616,EMP-0290,Offer Letter,Complete,2024-05-20,2024-05-30,,2024-08-17
DOC-00617,EMP-0290,I-9,Complete,2024-06-02,2024-05-30,,2024-06-22
DOC-00618,EMP-0291,Offer Letter,Complete,2023-12-14,2023-12-17,,2025-10-10
DOC-00619,EMP-0291,I-9,Complete,2023-12-17,2023-12-17,,2024-01-15
DOC-00620,EMP-0292,Offer Letter,Complete,2017-11-08,2017-11-12,,2022-12-30
DOC-00621,EMP-0292,I-9,Complete,2017-11-14,2017-11-12,,2018-12-01
DOC-00622,EMP-0293,Offer Letter,Complete,2022-03-12,2022-03-16,,2024-02-13
DOC-00623,EMP-0293,I-9,Complete,2022-03-17,2022-03-16,,2025-05-02
DOC-00624,EMP-0294,Offer Letter,Complete,2019-07-12,2019-07-16,,2022-08-07
DOC-00625,EMP-0294,I-9,Complete,2019-07-19,2019-07-16,,2020-06-21
DOC-00626,EMP-0295,Offer Letter,Complete,2016-10-21,2016-10-26,,2021-10-02
DOC-00627,EMP-0295,I-9,Complete,2016-10-27,2016-10-26,,2022-06-30
DOC-00628,EMP-0296,Offer Letter,Complete,2020-03-07,2020-03-10,,2025-01-08
DOC-00629,EMP-0296,I-9,Complete,2020-03-10,2020-03-10,,2022-04-21
DOC-00630,EMP-0297,Offer Letter,Complete,2022-03-30,2022-04-01,,2022-12-26
DOC-00631,EMP-0297,I-9,Complete,2022-04-03,2022-04-01,,2024-11-06
DOC-00632,EMP-0298,Offer Letter,Complete,2020-03-10,2020-03-13,,2020-12-01
DOC-00633,EMP-0298,I-9,Complete,2020-03-13,2020-03-13,,2020-05-27
DOC-00634,EMP-0298,Offboarding Form,Complete,2023-02-16,2023-02-16,,2026-08-29
DOC-00635,EMP-0299,Offer Letter,Complete,2020-10-15,2020-10-24,,2024-06-19
DOC-00636,EMP-0299,I-9,Complete,2020-10-25,2020-10-24,,2021-11-26
DOC-00637,EMP-0299,Offboarding Form,Complete,2023-05-24,2023-05-24,,2026-08-29
DOC-00638,EMP-0300,Offer Letter,Complete,2021-12-06,2021-12-06,,2022-04-28
DOC-00639,EMP-0300,I-9,Complete,2021-12-08,2021-12-06,,2022-03-28
DOC-00640,EMP-0301,Offer Letter,Complete,2021-04-21,2021-05-01,,2026-03-17
DOC-00641,EMP-0301,I-9,Complete,2021-05-03,2021-05-01,,2022-02-03
DOC-00642,EMP-0301,Offboarding Form,Complete,2022-10-28,2022-10-28,,2026-08-29
DOC-00643,EMP-0302,Offer Letter,Complete,2017-04-04,2017-04-13,,2024-04-30
DOC-00644,EMP-0302,I-9,Complete,2017-04-16,2017-04-13,,2022-04-22
DOC-00645,EMP-0303,Offer Letter,Complete,2021-05-07,2021-05-16,,2024-04-10
DOC-00646,EMP-0303,I-9,Complete,2021-05-17,2021-05-16,,2022-08-19
DOC-00647,EMP-0303,Offboarding Form,Complete,2025-01-30,2025-01-30,,2026-08-29
DOC-00648,EMP-0304,Offer Letter,Complete,2023-08-21,2023-08-30,,2025-07-29
DOC-00649,EMP-0304,I-9,Complete,2023-09-01,2023-08-30,,2026-06-07
DOC-00650,EMP-0305,Offer Letter,Complete,2021-08-01,2021-08-09,,2024-07-08
DOC-00651,EMP-0305,I-9,Complete,2021-08-09,2021-08-09,,2025-05-07
DOC-00652,EMP-0306,Offer Letter,Complete,2022-01-15,2022-01-20,,2022-07-20
DOC-00653,EMP-0306,I-9,Complete,2022-01-23,2022-01-20,,2022-03-17
DOC-00654,EMP-0307,Offer Letter,Complete,2022-11-03,2022-11-12,,2023-03-02
DOC-00655,EMP-0307,I-9,Complete,2022-11-14,2022-11-12,,2025-10-31
DOC-00656,EMP-0308,Offer Letter,Complete,2025-03-05,2025-03-08,,2026-02-25
DOC-00657,EMP-0308,I-9,Complete,2025-03-10,2025-03-08,,2025-04-02
DOC-00658,EMP-0309,Offer Letter,Complete,2020-11-08,2020-11-18,,2025-09-13
DOC-00659,EMP-0309,I-9,Complete,2020-11-21,2020-11-18,,2021-05-11
DOC-00660,EMP-0310,Offer Letter,Complete,2022-01-15,2022-01-15,,2022-01-21
DOC-00661,EMP-0310,I-9,Complete,2022-01-17,2022-01-15,,2023-12-29
DOC-00662,EMP-0310,Offboarding Form,Complete,2022-04-21,2022-04-21,,2026-08-29
DOC-00663,EMP-0311,Offer Letter,Complete,2020-09-12,2020-09-16,,2021-07-13
DOC-00664,EMP-0311,I-9,Complete,2020-09-19,2020-09-16,,2022-03-26
DOC-00665,EMP-0312,Offer Letter,Complete,2016-04-04,2016-04-13,,2021-01-12
DOC-00666,EMP-0312,I-9,Complete,2016-04-13,2016-04-13,,2020-06-23
DOC-00667,EMP-0313,Offer Letter,Complete,2023-04-18,2023-04-23,,2023-06-03
DOC-00668,EMP-0313,I-9,Complete,2023-04-24,2023-04-23,,2025-08-05
DOC-00669,EMP-0314,Offer Letter,Complete,2020-08-29,2020-09-06,,2021-11-25
DOC-00670,EMP-0314,I-9,Complete,2020-09-06,2020-09-06,,2023-04-30
DOC-00671,EMP-0315,Offer Letter,Complete,2024-03-20,2024-03-26,,2024-08-08
DOC-00672,EMP-0315,I-9,Complete,2024-03-28,2024-03-26,,2025-07-19
DOC-00673,EMP-0316,Offer Letter,Complete,2018-02-02,2018-02-07,,2018-07-09
DOC-00674,EMP-0316,I-9,Complete,2018-02-09,2018-02-07,,2023-10-05
DOC-00675,EMP-0317,Offer Letter,Complete,2017-02-21,2017-03-03,,2020-02-10
DOC-00676,EMP-0317,I-9,Complete,2017-03-03,2017-03-03,,2023-09-15
DOC-00677,EMP-0318,Offer Letter,Complete,2023-04-26,2023-05-06,,2025-04-28
DOC-00678,EMP-0318,I-9,Complete,2023-05-06,2023-05-06,,2023-05-14
DOC-00679,EMP-0319,Offer Letter,Complete,2019-08-26,2019-08-27,,2019-11-29
DOC-00680,EMP-0319,I-9,Complete,2019-08-28,2019-08-27,,2021-10-25
DOC-00681,EMP-0320,Offer Letter,Complete,2024-11-04,2024-11-07,,2025-01-02
DOC-00682,EMP-0320,I-9,Complete,2024-11-08,2024-11-07,,2025-06-04
DOC-00683,EMP-0321,Offer Letter,Complete,2017-05-09,2017-05-11,,2017-05-18
DOC-00684,EMP-0321,I-9,Complete,2017-05-14,2017-05-11,,2021-02-16
DOC-00685,EMP-0322,Offer Letter,Complete,2016-07-27,2016-08-01,,2025-05-06
DOC-00686,EMP-0322,I-9,Complete,2016-08-01,2016-08-01,,2025-06-14
DOC-00687,EMP-0323,Offer Letter,Complete,2025-03-20,2025-03-27,,2025-11-21
DOC-00688,EMP-0323,I-9,Complete,2025-03-29,2025-03-27,,2026-03-05
DOC-00689,EMP-0324,Offer Letter,Complete,2023-05-21,2023-05-21,,2024-06-26
DOC-00690,EMP-0324,I-9,Complete,2023-05-21,2023-05-21,,2024-02-25
DOC-00691,EMP-0325,Offer Letter,Complete,2019-06-08,2019-06-08,,2023-12-09
DOC-00692,EMP-0325,I-9,Complete,2019-06-08,2019-06-08,,2022-03-02
DOC-00693,EMP-0326,Offer Letter,Complete,2018-01-05,2018-01-09,,2025-12-21
DOC-00694,EMP-0326,I-9,Complete,2018-01-12,2018-01-09,,2020-05-02
DOC-00695,EMP-0326,Offboarding Form,Complete,2020-07-25,2020-07-25,,2026-08-29
DOC-00696,EMP-0327,Offer Letter,Complete,2021-02-19,2021-02-21,,2024-09-06
DOC-00697,EMP-0327,I-9,Complete,2021-02-24,2021-02-21,,2023-03-23
DOC-00698,EMP-0328,Offer Letter,Complete,2018-11-17,2018-11-20,,2026-08-22
DOC-00699,EMP-0328,I-9,Complete,2018-11-22,2018-11-20,,2020-03-31
DOC-00700,EMP-0329,Offer Letter,Complete,2021-08-16,2021-08-24,,2025-07-27
DOC-00701,EMP-0329,I-9,Complete,2021-08-27,2021-08-24,,2023-07-18
DOC-00702,EMP-0330,Offer Letter,Complete,2016-03-03,2016-03-05,,2022-12-18
DOC-00703,EMP-0330,I-9,Complete,2016-03-05,2016-03-05,,2020-11-13
DOC-00704,EMP-0331,Offer Letter,Complete,2024-07-07,2024-07-10,,2026-02-21
DOC-00705,EMP-0331,I-9,Complete,2024-07-10,2024-07-10,,2025-05-11
DOC-00706,EMP-0332,Offer Letter,Complete,2020-10-02,2020-10-03,,2021-12-23
DOC-00707,EMP-0332,I-9,Complete,2020-10-05,2020-10-03,,2020-11-08
DOC-00708,EMP-0333,Offer Letter,Complete,2024-05-10,2024-05-15,,2026-01-16
DOC-00709,EMP-0333,I-9,Complete,2024-05-16,2024-05-15,,2025-09-13
DOC-00710,EMP-0334,Offer Letter,Complete,2018-03-11,2018-03-20,,2024-05-18
DOC-00711,EMP-0334,I-9,Complete,2018-03-20,2018-03-20,,2026-03-11
DOC-00712,EMP-0334,Offboarding Form,Complete,2018-07-18,2018-07-18,,2026-08-29
DOC-00713,EMP-0335,Offer Letter,Complete,2018-09-06,2018-09-12,,2020-11-19
DOC-00714,EMP-0335,I-9,Complete,2018-09-12,2018-09-12,,2025-07-01
DOC-00715,EMP-0336,Offer Letter,Complete,2017-11-30,2017-12-10,,2020-11-06
DOC-00716,EMP-0336,I-9,Complete,2017-12-10,2017-12-10,,2018-04-14
DOC-00717,EMP-0337,Offer Letter,Complete,2017-10-06,2017-10-15,,2023-02-18
DOC-00718,EMP-0337,I-9,Complete,2017-10-18,2017-10-15,,2024-10-27
DOC-00719,EMP-0338,Offer Letter,Complete,2018-03-11,2018-03-11,,2026-02-10
DOC-00720,EMP-0338,I-9,Complete,2018-03-12,2018-03-11,,2023-10-11
DOC-00721,EMP-0339,Offer Letter,Complete,2022-10-16,2022-10-21,,2024-02-10
DOC-00722,EMP-0339,I-9,Complete,2022-10-23,2022-10-21,,2025-10-20
DOC-00723,EMP-0340,Offer Letter,Complete,2022-12-14,2022-12-15,,2023-08-24
DOC-00724,EMP-0340,I-9,Complete,2022-12-18,2022-12-15,,2024-11-17
DOC-00725,EMP-0341,Offer Letter,Complete,2019-09-11,2019-09-20,,2023-09-03
DOC-00726,EMP-0341,I-9,Complete,2019-09-21,2019-09-20,,2023-02-15
DOC-00727,EMP-0342,Offer Letter,Complete,2023-09-25,2023-09-26,,2024-08-22
DOC-00728,EMP-0342,I-9,Complete,2023-09-26,2023-09-26,,2024-02-14
DOC-00729,EMP-0342,Offboarding Form,Complete,2024-11-25,2024-11-25,,2026-08-29
DOC-00730,EMP-0343,Offer Letter,Complete,2019-02-17,2019-02-20,,2020-06-14
DOC-00731,EMP-0343,I-9,Complete,2019-02-21,2019-02-20,,2022-05-09
DOC-00732,EMP-0344,Offer Letter,Complete,2016-10-16,2016-10-25,,2019-02-09
DOC-00733,EMP-0344,I-9,Complete,2016-10-25,2016-10-25,,2020-03-29
DOC-00734,EMP-0345,Offer Letter,Complete,2018-02-16,2018-02-17,,2022-01-17
DOC-00735,EMP-0345,I-9,Complete,2018-02-17,2018-02-17,,2021-12-17
DOC-00736,EMP-0345,Offboarding Form,Complete,2026-08-29,,,2026-08-29
DOC-00737,EMP-0346,Offer Letter,Complete,2026-03-29,2026-03-29,,2026-08-14
DOC-00738,EMP-0346,I-9,Complete,2026-03-31,2026-03-29,,2026-06-30
DOC-00739,EMP-0347,Offer Letter,Complete,2026-06-06,2026-06-07,,2026-08-11
DOC-00740,EMP-0347,I-9,Complete,2026-06-07,2026-06-07,,2026-07-24
DOC-00741,EMP-0348,Offer Letter,Complete,2017-12-21,2017-12-24,,2024-11-21
DOC-00742,EMP-0348,I-9,Complete,2017-12-26,2017-12-24,,2025-06-29
DOC-00743,EMP-0349,Offer Letter,Complete,2016-08-14,2016-08-17,,2023-05-20
DOC-00744,EMP-0349,I-9,Complete,2016-08-20,2016-08-17,,2024-06-16
DOC-00745,EMP-0350,Offer Letter,Complete,2018-11-03,2018-11-05,,2021-04-19
DOC-00746,EMP-0350,I-9,Complete,2018-11-07,2018-11-05,,2025-11-25
DOC-00747,EMP-0351,Offer Letter,Complete,2022-10-21,2022-10-25,,2024-02-23
DOC-00748,EMP-0351,I-9,Complete,2022-10-26,2022-10-25,,2023-09-20
DOC-00749,EMP-0352,Offer Letter,Complete,2025-06-06,2025-06-15,,2026-07-14
DOC-00750,EMP-0352,I-9,Complete,2025-06-15,2025-06-15,,2026-05-23
DOC-00751,EMP-0353,Offer Letter,Complete,2018-03-23,2018-04-01,,2024-06-15
DOC-00752,EMP-0353,I-9,Complete,2018-04-01,2018-04-01,,2026-02-13
DOC-00753,EMP-0354,Offer Letter,Complete,2019-05-19,2019-05-27,,2025-04-07
DOC-00754,EMP-0354,I-9,Complete,2019-05-28,2019-05-27,,2025-07-07
DOC-00755,EMP-0355,Offer Letter,Complete,2025-12-28,2026-01-06,,2026-06-12
DOC-00756,EMP-0355,I-9,Complete,2026-01-09,2026-01-06,,2026-03-19
DOC-00757,EMP-0356,Offer Letter,Complete,2023-10-15,2023-10-20,,2024-12-28
DOC-00758,EMP-0356,I-9,Complete,2023-10-21,2023-10-20,,2025-01-03
DOC-00759,EMP-0357,Offer Letter,Complete,2026-05-06,2026-05-12,,2026-08-10
DOC-00760,EMP-0357,I-9,Complete,2026-05-14,2026-05-12,,2026-06-19
DOC-00761,EMP-0358,Offer Letter,Complete,2016-12-23,2016-12-27,,2021-05-24
DOC-00762,EMP-0358,I-9,Complete,2016-12-28,2016-12-27,,2019-09-08
DOC-00763,EMP-0359,Offer Letter,Complete,2016-07-01,2016-07-09,,2026-06-26
DOC-00764,EMP-0359,I-9,Complete,2016-07-09,2016-07-09,,2017-11-25
DOC-00765,EMP-0360,Offer Letter,Complete,2016-09-04,2016-09-12,,2019-11-24
DOC-00766,EMP-0360,I-9,Complete,2016-09-13,2016-09-12,,2021-06-27
DOC-00767,EMP-0361,Offer Letter,Complete,2017-01-06,2017-01-14,,2020-10-13
DOC-00768,EMP-0361,I-9,Complete,2017-01-14,2017-01-14,,2025-12-28
DOC-00769,EMP-0361,Offboarding Form,Complete,2022-08-04,2022-08-04,,2026-08-29
DOC-00770,EMP-0362,Offer Letter,Complete,2026-03-18,2026-03-18,,2026-07-28
DOC-00771,EMP-0362,I-9,Complete,2026-03-20,2026-03-18,,2026-07-12
DOC-00772,EMP-0363,Offer Letter,Complete,2025-11-04,2025-11-08,,2026-08-15
DOC-00773,EMP-0363,I-9,Complete,2025-11-08,2025-11-08,,2026-02-08
DOC-00774,EMP-0364,Offer Letter,Complete,2025-01-14,2025-01-14,,2026-05-24
DOC-00775,EMP-0364,I-9,Complete,2025-01-14,2025-01-14,,2026-07-03
DOC-00776,EMP-0365,Offer Letter,Complete,2018-06-18,2018-06-19,,2019-04-04
DOC-00777,EMP-0365,I-9,Complete,2018-06-19,2018-06-19,,2024-03-08
DOC-00778,EMP-0365,Offboarding Form,Complete,2022-04-20,2022-04-20,,2026-08-29
DOC-00779,EMP-0366,Offer Letter,Complete,2021-03-23,2021-03-24,,2021-08-12
DOC-00780,EMP-0366,I-9,Complete,2021-03-26,2021-03-24,,2021-12-25
DOC-00781,EMP-0367,Offer Letter,Complete,2026-03-09,2026-03-09,,2026-03-23
DOC-00782,EMP-0367,I-9,Complete,2026-03-10,2026-03-09,,2026-07-27
DOC-00783,EMP-0368,Offer Letter,Complete,2021-04-14,2021-04-20,,2024-10-29
DOC-00784,EMP-0368,I-9,Complete,2021-04-21,2021-04-20,,2026-04-04
DOC-00785,EMP-0369,Offer Letter,Complete,2020-05-09,2020-05-09,,2025-02-18
DOC-00786,EMP-0369,I-9,Complete,2020-05-12,2020-05-09,,2023-06-13
DOC-00787,EMP-0370,Offer Letter,Complete,2018-10-03,2018-10-07,,2025-01-19
DOC-00788,EMP-0370,I-9,Complete,2018-10-09,2018-10-07,,2021-06-08
DOC-00789,EMP-0371,Offer Letter,Complete,2021-07-19,2021-07-24,,2021-09-03
DOC-00790,EMP-0371,I-9,Complete,2021-07-27,2021-07-24,,2021-11-11
DOC-00791,EMP-0372,Offer Letter,Complete,2017-10-12,2017-10-14,,2025-05-24
DOC-00792,EMP-0372,I-9,Complete,2017-10-14,2017-10-14,,2022-07-27
DOC-00793,EMP-0373,Offer Letter,Complete,2022-07-24,2022-07-27,,2023-10-10
DOC-00794,EMP-0373,I-9,Complete,2022-07-27,2022-07-27,,2025-06-12
DOC-00795,EMP-0373,Offboarding Form,Complete,2023-03-26,2023-03-26,,2026-08-29
DOC-00796,EMP-0374,Offer Letter,Complete,2024-02-09,2024-02-12,,2026-01-12
DOC-00797,EMP-0374,I-9,Complete,2024-02-14,2024-02-12,,2025-07-21
DOC-00798,EMP-0375,Offer Letter,Complete,2018-06-09,2018-06-15,,2019-06-19
DOC-00799,EMP-0375,I-9,Complete,2018-06-17,2018-06-15,,2023-09-22
DOC-00800,EMP-0376,Offer Letter,Complete,2019-11-15,2019-11-18,,2026-08-12
DOC-00801,EMP-0376,I-9,Complete,2019-11-20,2019-11-18,,2025-12-17
DOC-00802,EMP-0377,Offer Letter,Complete,2017-09-02,2017-09-02,,2024-08-01
DOC-00803,EMP-0377,I-9,Complete,2017-09-02,2017-09-02,,2019-06-23
DOC-00804,EMP-0378,Offer Letter,Complete,2020-12-14,2020-12-18,,2024-06-19
DOC-00805,EMP-0378,I-9,Complete,2020-12-21,2020-12-18,,2021-09-23
DOC-00806,EMP-0379,Offer Letter,Complete,2023-11-09,2023-11-11,,2025-03-10
DOC-00807,EMP-0379,I-9,Complete,2023-11-11,2023-11-11,,2026-01-12
DOC-00808,EMP-0380,Offer Letter,Complete,2021-10-08,2021-10-13,,2026-04-20
DOC-00809,EMP-0380,I-9,Complete,2021-10-14,2021-10-13,,2025-06-18
DOC-00810,EMP-0381,Offer Letter,Complete,2022-07-29,2022-08-04,,2026-04-08
DOC-00811,EMP-0381,I-9,Complete,2022-08-07,2022-08-04,,2024-01-20
DOC-00812,EMP-0382,Offer Letter,Complete,2016-12-19,2016-12-20,,2022-11-12
DOC-00813,EMP-0382,I-9,Complete,2016-12-20,2016-12-20,,2024-05-18
DOC-00814,EMP-0383,Offer Letter,Complete,2024-05-08,2024-05-17,,2026-08-08
DOC-00815,EMP-0383,I-9,Complete,2024-05-20,2024-05-17,,2026-06-22
DOC-00816,EMP-0383,Offboarding Form,Complete,2025-02-27,2025-02-27,,2026-08-29
DOC-00817,EMP-0384,Offer Letter,Complete,2024-05-11,2024-05-20,,2026-08-29
DOC-00818,EMP-0384,I-9,Complete,2024-05-22,2024-05-20,,2024-07-14
DOC-00819,EMP-0385,Offer Letter,Complete,2017-04-06,2017-04-08,,2025-10-05
DOC-00820,EMP-0385,I-9,Complete,2017-04-09,2017-04-08,,2017-12-17
DOC-00821,EMP-0385,Offboarding Form,Complete,2026-02-04,2026-02-04,,2026-08-29
DOC-00822,EMP-0386,Offer Letter,Complete,2017-01-14,2017-01-14,,2020-11-21
DOC-00823,EMP-0386,I-9,Complete,2017-01-15,2017-01-14,,2020-05-02
DOC-00824,EMP-0387,Offer Letter,Complete,2017-12-27,2018-01-06,,2021-02-05
DOC-00825,EMP-0387,I-9,Complete,2018-01-06,2018-01-06,,2024-08-07
DOC-00826,EMP-0388,Offer Letter,Complete,2024-08-20,2024-08-28,,2026-03-30
DOC-00827,EMP-0388,I-9,Complete,2024-08-28,2024-08-28,,2025-07-11
DOC-00828,EMP-0389,Offer Letter,Complete,2020-11-24,2020-12-01,,2022-04-15
DOC-00829,EMP-0389,I-9,Complete,2020-12-02,2020-12-01,,2022-10-22
DOC-00830,EMP-0390,Offer Letter,Complete,2021-12-03,2021-12-05,,2025-10-07
DOC-00831,EMP-0390,I-9,Complete,2021-12-08,2021-12-05,,2025-10-29
DOC-00832,EMP-0391,Offer Letter,Complete,2020-03-15,2020-03-18,,2024-11-23
DOC-00833,EMP-0391,I-9,Complete,2020-03-19,2020-03-18,,2022-02-19
DOC-00834,EMP-0392,Offer Letter,Complete,2019-04-30,2019-05-09,,2023-08-10
DOC-00835,EMP-0392,I-9,Complete,2019-05-09,2019-05-09,,2024-01-26
DOC-00836,EMP-0392,Offboarding Form,Complete,2024-12-24,2024-12-24,,2026-08-29
DOC-00837,EMP-0393,Offer Letter,Complete,2016-06-19,2016-06-24,,2017-08-01
DOC-00838,EMP-0393,I-9,Complete,2016-06-24,2016-06-24,,2019-04-24
DOC-00839,EMP-0393,Offboarding Form,Complete,2024-01-11,2024-01-11,,2026-08-29
DOC-00840,EMP-0394,Offer Letter,Complete,2019-04-14,2019-04-18,,2025-11-26
DOC-00841,EMP-0394,I-9,Complete,2019-04-20,2019-04-18,,2025-09-13
DOC-00842,EMP-0395,Offer Letter,Complete,2018-12-06,2018-12-14,,2022-05-28
DOC-00843,EMP-0395,I-9,Complete,2018-12-14,2018-12-14,,2025-10-07
DOC-00844,EMP-0396,Offer Letter,Complete,2017-04-30,2017-05-10,,2020-07-01
DOC-00845,EMP-0396,I-9,Complete,2017-05-12,2017-05-10,,2023-02-07
DOC-00846,EMP-0397,Offer Letter,Complete,2020-09-10,2020-09-15,,2020-10-16
DOC-00847,EMP-0397,I-9,Complete,2020-09-16,2020-09-15,,2025-02-06
DOC-00848,EMP-0398,Offer Letter,Complete,2018-06-07,2018-06-10,,2021-04-25
DOC-00849,EMP-0398,I-9,Complete,2018-06-13,2018-06-10,,2026-04-25
DOC-00850,EMP-0399,Offer Letter,Complete,2024-09-19,2024-09-23,,2026-05-04
DOC-00851,EMP-0399,I-9,Complete,2024-09-24,2024-09-23,,2024-11-30
DOC-00852,EMP-0400,Offer Letter,Complete,2023-02-23,2023-03-01,,2023-09-27
DOC-00853,EMP-0400,I-9,Complete,2023-03-04,2023-03-01,,2025-10-21
DOC-00854,EMP-0401,Offer Letter,Complete,2017-06-22,2017-06-26,,2020-08-04
DOC-00855,EMP-0401,I-9,Complete,2017-06-26,2017-06-26,,2024-12-19
DOC-00856,EMP-0402,Offer Letter,Complete,2025-05-16,2025-05-16,,2025-07-09
DOC-00857,EMP-0402,I-9,Complete,2025-05-18,2025-05-16,,2026-08-16
DOC-00858,EMP-0402,Offboarding Form,Complete,2026-03-12,2026-03-12,,2026-08-29
DOC-00859,EMP-0403,Offer Letter,Complete,2024-02-18,2024-02-18,,2025-12-09
DOC-00860,EMP-0403,I-9,Complete,2024-02-20,2024-02-18,,2024-12-24
DOC-00861,EMP-0404,Offer Letter,Complete,2016-03-09,2016-03-18,,2025-12-21
DOC-00862,EMP-0404,I-9,Complete,2016-03-21,2016-03-18,,2016-04-22
DOC-00863,EMP-0405,Offer Letter,Complete,2021-05-02,2021-05-12,,2026-04-03
DOC-00864,EMP-0405,I-9,Complete,2021-05-12,2021-05-12,,2023-04-14
DOC-00865,EMP-0406,Offer Letter,Complete,2016-03-19,2016-03-27,,2023-06-05
DOC-00866,EMP-0406,I-9,Complete,2016-03-27,2016-03-27,,2016-11-23
DOC-00867,EMP-0407,Offer Letter,Complete,2021-09-20,2021-09-21,,2025-07-29
DOC-00868,EMP-0407,I-9,Complete,2021-09-21,2021-09-21,,2024-10-16
DOC-00869,EMP-0408,Offer Letter,Complete,2022-09-19,2022-09-24,,2023-07-05
DOC-00870,EMP-0408,I-9,Complete,2022-09-27,2022-09-24,,2024-02-16
DOC-00871,EMP-0409,Offer Letter,Complete,2016-09-09,2016-09-14,,2018-02-08
DOC-00872,EMP-0409,I-9,Complete,2016-09-15,2016-09-14,,2021-09-04
DOC-00873,EMP-0410,Offer Letter,Complete,2018-04-04,2018-04-06,,2023-10-31
DOC-00874,EMP-0410,I-9,Complete,2018-04-09,2018-04-06,,2019-07-02
DOC-00875,EMP-0411,Offer Letter,Complete,2023-09-03,2023-09-12,,2025-05-23
DOC-00876,EMP-0411,I-9,Complete,2023-09-13,2023-09-12,,2025-10-24
DOC-00877,EMP-0412,Offer Letter,Complete,2018-01-18,2018-01-20,,2024-07-11
DOC-00878,EMP-0412,I-9,Complete,2018-01-20,2018-01-20,,2022-06-25
DOC-00879,EMP-0412,Offboarding Form,Complete,2017-12-31,2017-12-31,,2026-08-29
DOC-00880,EMP-0413,Offer Letter,Complete,2019-05-11,2019-05-16,,2024-01-14
DOC-00881,EMP-0413,I-9,Complete,2019-05-18,2019-05-16,,2020-09-12
DOC-00882,EMP-0413,Offboarding Form,Complete,2019-08-26,2019-08-26,,2026-08-29
DOC-00883,EMP-0414,Offer Letter,Complete,2026-05-03,2026-05-11,,2026-08-29
DOC-00884,EMP-0414,I-9,Complete,2026-05-11,2026-05-11,,2026-06-10
DOC-00885,EMP-0415,Offer Letter,Complete,2022-03-05,2022-03-07,,2024-08-17
DOC-00886,EMP-0415,I-9,Complete,2022-03-10,2022-03-07,,2024-12-08
DOC-00887,EMP-0416,Offer Letter,Complete,2021-06-07,2021-06-10,,2026-08-25
DOC-00888,EMP-0416,I-9,Complete,2021-06-13,2021-06-10,,2025-11-30
DOC-00889,EMP-0417,Offer Letter,Complete,2021-06-25,2021-06-25,,2024-08-05
DOC-00890,EMP-0417,I-9,Complete,2021-06-27,2021-06-25,,2024-07-08
DOC-00891,EMP-0418,Offer Letter,Complete,2017-06-28,2017-06-29,,2022-01-07
DOC-00892,EMP-0418,I-9,Complete,2017-07-01,2017-06-29,,2018-05-05
DOC-00893,EMP-0419,Offer Letter,Complete,2019-07-15,2019-07-21,,2022-01-12
DOC-00894,EMP-0419,I-9,Complete,2019-07-24,2019-07-21,,2023-07-25
DOC-00895,EMP-0420,Offer Letter,Complete,2025-08-10,2025-08-10,,2026-02-05
DOC-00896,EMP-0420,I-9,Complete,2025-08-10,2025-08-10,,2026-07-04
DOC-00897,EMP-0420,Offboarding Form,Complete,2025-12-02,2025-12-02,,2026-08-29
DOC-00898,EMP-0421,Offer Letter,Complete,2025-07-25,2025-07-26,,2026-07-01
DOC-00899,EMP-0421,I-9,Complete,2025-07-27,2025-07-26,,2026-01-29
DOC-00900,EMP-0422,Offer Letter,Complete,2016-06-29,2016-07-09,,2020-01-29
DOC-00901,EMP-0422,I-9,Complete,2016-07-09,2016-07-09,,2025-04-30
DOC-00902,EMP-0423,Offer Letter,Complete,2016-12-14,2016-12-18,,2022-09-25
DOC-00903,EMP-0423,I-9,Complete,2016-12-19,2016-12-18,,2025-05-06
DOC-00904,EMP-0423,Offboarding Form,Complete,2020-07-17,2020-07-17,,2026-08-29
DOC-00905,EMP-0424,Offer Letter,Complete,2024-03-24,2024-03-29,,2026-04-23
DOC-00906,EMP-0424,I-9,Complete,2024-04-01,2024-03-29,,2026-04-27
DOC-00907,EMP-0425,Offer Letter,Complete,2024-04-19,2024-04-22,,2026-04-26
DOC-00908,EMP-0425,I-9,Complete,2024-04-24,2024-04-22,,2025-10-27
DOC-00909,EMP-0426,Offer Letter,Complete,2022-07-23,2022-07-30,,2025-06-20
DOC-00910,EMP-0426,I-9,Complete,2022-07-31,2022-07-30,,2024-06-22
DOC-00911,EMP-0427,Offer Letter,Complete,2025-07-05,2025-07-13,,2026-06-28
DOC-00912,EMP-0427,I-9,Complete,2025-07-13,2025-07-13,,2026-03-29
DOC-00913,EMP-0428,Offer Letter,Complete,2025-02-19,2025-02-22,,2025-12-31
DOC-00914,EMP-0428,I-9,Complete,2025-02-24,2025-02-22,,2025-07-07
DOC-00915,EMP-0429,Offer Letter,Complete,2024-02-04,2024-02-14,,2026-04-18
DOC-00916,EMP-0429,I-9,Complete,2024-02-14,2024-02-14,,2025-11-04
DOC-00917,EMP-0430,Offer Letter,Complete,2025-11-27,2025-12-04,,2026-05-18
DOC-00918,EMP-0430,I-9,Complete,2025-12-05,2025-12-04,,2026-03-11
